"step","name","platform","age_range","download_dt","users_count","count_rides"
"0","download","ios","25-34","2021-01-30","7","0"
"0","download","ios","25-34","2021-01-31","7","0"
"0","download","ios","25-34","2021-02-01","9","0"
"0","download","ios","25-34","2021-02-02","5","0"
"0","download","ios","25-34","2021-02-03","5","0"
"0","download","ios","25-34","2021-02-04","6","0"
"0","download","ios","25-34","2021-02-05","9","0"
"0","download","ios","25-34","2021-02-06","4","0"
"0","download","ios","25-34","2021-02-07","1","0"
"0","download","ios","25-34","2021-02-08","7","0"
"0","download","ios","25-34","2021-02-09","5","0"
"0","download","ios","25-34","2021-02-10","6","0"
"0","download","ios","25-34","2021-02-11","3","0"
"0","download","ios","25-34","2021-02-12","4","0"
"0","download","ios","25-34","2021-02-13","8","0"
"0","download","ios","25-34","2021-02-14","6","0"
"0","download","ios","25-34","2021-02-15","6","0"
"0","download","ios","25-34","2021-02-16","4","0"
"0","download","ios","25-34","2021-02-17","5","0"
"0","download","ios","25-34","2021-02-18","9","0"
"0","download","ios","25-34","2021-02-19","5","0"
"0","download","ios","25-34","2021-02-20","5","0"
"0","download","ios","25-34","2021-02-21","4","0"
"0","download","ios","25-34","2021-02-22","4","0"
"0","download","ios","25-34","2021-02-23","6","0"
"0","download","ios","25-34","2021-02-24","5","0"
"0","download","ios","25-34","2021-02-25","7","0"
"0","download","ios","25-34","2021-02-26","6","0"
"0","download","ios","25-34","2021-02-27","9","0"
"0","download","ios","25-34","2021-02-28","4","0"
"0","download","ios","25-34","2021-03-01","4","0"
"0","download","ios","25-34","2021-03-02","6","0"
"0","download","ios","25-34","2021-03-03","8","0"
"0","download","ios","25-34","2021-03-04","8","0"
"0","download","ios","25-34","2021-03-05","5","0"
"0","download","ios","25-34","2021-03-06","4","0"
"0","download","ios","25-34","2021-03-07","4","0"
"0","download","ios","25-34","2021-03-08","6","0"
"0","download","ios","25-34","2021-03-09","5","0"
"0","download","ios","25-34","2021-03-10","4","0"
"0","download","ios","25-34","2021-03-11","5","0"
"0","download","ios","25-34","2021-03-12","3","0"
"0","download","ios","25-34","2021-03-13","8","0"
"0","download","ios","25-34","2021-03-14","4","0"
"0","download","ios","25-34","2021-03-15","5","0"
"0","download","ios","25-34","2021-03-16","2","0"
"0","download","ios","25-34","2021-03-17","7","0"
"0","download","ios","25-34","2021-03-18","8","0"
"0","download","ios","25-34","2021-03-19","5","0"
"0","download","ios","25-34","2021-03-20","4","0"
"0","download","ios","25-34","2021-03-21","5","0"
"0","download","ios","25-34","2021-03-22","2","0"
"0","download","ios","25-34","2021-03-23","3","0"
"0","download","ios","25-34","2021-03-24","9","0"
"0","download","ios","25-34","2021-03-25","6","0"
"0","download","ios","25-34","2021-03-26","9","0"
"0","download","ios","25-34","2021-03-27","6","0"
"0","download","ios","25-34","2021-03-28","10","0"
"0","download","ios","25-34","2021-03-29","1","0"
"0","download","ios","25-34","2021-03-30","3","0"
"0","download","ios","25-34","2021-03-31","5","0"
"0","download","ios","25-34","2021-04-01","4","0"
"0","download","ios","25-34","2021-04-02","8","0"
"0","download","ios","25-34","2021-04-03","5","0"
"0","download","ios","25-34","2021-04-04","4","0"
"0","download","ios","25-34","2021-04-05","8","0"
"0","download","ios","25-34","2021-04-06","3","0"
"0","download","ios","25-34","2021-04-07","5","0"
"0","download","ios","25-34","2021-04-08","6","0"
"0","download","ios","25-34","2021-04-09","5","0"
"0","download","ios","25-34","2021-04-10","9","0"
"0","download","ios","25-34","2021-04-11","5","0"
"0","download","ios","25-34","2021-04-12","5","0"
"0","download","ios","25-34","2021-04-13","4","0"
"0","download","ios","25-34","2021-04-14","9","0"
"0","download","ios","25-34","2021-04-15","8","0"
"0","download","ios","25-34","2021-04-16","5","0"
"0","download","ios","25-34","2021-04-17","8","0"
"0","download","ios","25-34","2021-04-18","10","0"
"0","download","ios","25-34","2021-04-19","4","0"
"0","download","ios","25-34","2021-04-20","6","0"
"0","download","ios","25-34","2021-04-21","5","0"
"0","download","ios","25-34","2021-04-22","5","0"
"0","download","ios","25-34","2021-04-23","6","0"
"0","download","ios","25-34","2021-04-24","7","0"
"0","download","ios","25-34","2021-04-25","3","0"
"0","download","ios","25-34","2021-04-26","9","0"
"0","download","ios","25-34","2021-04-27","3","0"
"0","download","ios","25-34","2021-04-28","4","0"
"0","download","ios","25-34","2021-04-29","5","0"
"0","download","ios","25-34","2021-04-30","8","0"
"0","download","ios","25-34","2021-05-01","3","0"
"0","download","ios","25-34","2021-05-02","6","0"
"0","download","ios","25-34","2021-05-03","2","0"
"0","download","ios","25-34","2021-05-04","4","0"
"0","download","ios","25-34","2021-05-05","5","0"
"0","download","ios","25-34","2021-05-06","6","0"
"0","download","ios","25-34","2021-05-07","9","0"
"0","download","ios","25-34","2021-05-08","5","0"
"0","download","ios","25-34","2021-05-09","3","0"
"0","download","ios","25-34","2021-05-10","3","0"
"0","download","ios","25-34","2021-05-11","4","0"
"0","download","ios","25-34","2021-05-12","3","0"
"0","download","ios","25-34","2021-05-13","6","0"
"0","download","ios","25-34","2021-05-14","9","0"
"0","download","ios","25-34","2021-05-15","5","0"
"0","download","ios","25-34","2021-05-16","8","0"
"0","download","ios","25-34","2021-05-17","4","0"
"0","download","ios","25-34","2021-05-18","9","0"
"0","download","ios","25-34","2021-05-19","6","0"
"0","download","ios","25-34","2021-05-20","10","0"
"0","download","ios","25-34","2021-05-21","3","0"
"0","download","ios","25-34","2021-05-22","6","0"
"0","download","ios","25-34","2021-05-23","8","0"
"0","download","ios","25-34","2021-05-24","2","0"
"0","download","ios","25-34","2021-05-25","7","0"
"0","download","ios","25-34","2021-05-26","9","0"
"0","download","ios","25-34","2021-05-27","6","0"
"0","download","ios","25-34","2021-05-28","9","0"
"0","download","ios","25-34","2021-05-29","11","0"
"0","download","ios","25-34","2021-05-30","3","0"
"0","download","ios","25-34","2021-05-31","2","0"
"0","download","ios","25-34","2021-06-01","3","0"
"0","download","ios","25-34","2021-06-02","6","0"
"0","download","ios","25-34","2021-06-03","8","0"
"0","download","ios","25-34","2021-06-04","8","0"
"0","download","ios","25-34","2021-06-05","4","0"
"0","download","ios","25-34","2021-06-06","2","0"
"0","download","ios","25-34","2021-06-07","4","0"
"0","download","ios","25-34","2021-06-08","5","0"
"0","download","ios","25-34","2021-06-09","3","0"
"0","download","ios","25-34","2021-06-10","3","0"
"0","download","ios","25-34","2021-06-11","6","0"
"0","download","ios","25-34","2021-06-12","8","0"
"0","download","ios","25-34","2021-06-13","6","0"
"0","download","ios","25-34","2021-06-14","9","0"
"0","download","ios","25-34","2021-06-15","6","0"
"0","download","ios","25-34","2021-06-16","4","0"
"0","download","ios","25-34","2021-06-17","11","0"
"0","download","ios","25-34","2021-06-18","6","0"
"0","download","ios","25-34","2021-06-19","4","0"
"0","download","ios","25-34","2021-06-20","7","0"
"0","download","ios","25-34","2021-06-21","6","0"
"0","download","ios","25-34","2021-06-22","7","0"
"0","download","ios","25-34","2021-06-23","9","0"
"0","download","ios","25-34","2021-06-24","7","0"
"0","download","ios","25-34","2021-06-25","11","0"
"0","download","ios","25-34","2021-06-26","12","0"
"0","download","ios","25-34","2021-06-27","9","0"
"0","download","ios","25-34","2021-06-28","9","0"
"0","download","ios","25-34","2021-06-29","5","0"
"0","download","ios","25-34","2021-06-30","5","0"
"0","download","ios","25-34","2021-07-01","5","0"
"0","download","ios","25-34","2021-07-02","8","0"
"0","download","ios","25-34","2021-07-03","5","0"
"0","download","ios","25-34","2021-07-04","3","0"
"0","download","ios","25-34","2021-07-05","6","0"
"0","download","ios","25-34","2021-07-06","6","0"
"0","download","ios","25-34","2021-07-07","6","0"
"0","download","ios","25-34","2021-07-08","10","0"
"0","download","ios","25-34","2021-07-09","7","0"
"0","download","ios","25-34","2021-07-10","7","0"
"0","download","ios","25-34","2021-07-11","8","0"
"0","download","ios","25-34","2021-07-12","5","0"
"0","download","ios","25-34","2021-07-13","2","0"
"0","download","ios","25-34","2021-07-14","7","0"
"0","download","ios","25-34","2021-07-15","5","0"
"0","download","ios","25-34","2021-07-16","2","0"
"0","download","ios","25-34","2021-07-17","2","0"
"0","download","ios","25-34","2021-07-18","4","0"
"0","download","ios","25-34","2021-07-19","6","0"
"0","download","ios","25-34","2021-07-20","7","0"
"0","download","ios","25-34","2021-07-21","5","0"
"0","download","ios","25-34","2021-07-23","1","0"
"0","download","ios","25-34","2021-07-24","5","0"
"0","download","ios","25-34","2021-07-25","7","0"
"0","download","ios","25-34","2021-07-26","5","0"
"0","download","ios","25-34","2021-07-27","8","0"
"0","download","ios","25-34","2021-07-28","6","0"
"0","download","ios","25-34","2021-07-29","10","0"
"0","download","ios","25-34","2021-07-30","8","0"
"0","download","ios","25-34","2021-07-31","9","0"
"0","download","ios","25-34","2021-08-01","5","0"
"0","download","ios","25-34","2021-08-02","11","0"
"0","download","ios","25-34","2021-08-03","4","0"
"0","download","ios","25-34","2021-08-04","4","0"
"0","download","ios","25-34","2021-08-05","4","0"
"0","download","ios","25-34","2021-08-06","10","0"
"0","download","ios","25-34","2021-08-07","6","0"
"0","download","ios","25-34","2021-08-08","2","0"
"0","download","ios","25-34","2021-08-09","6","0"
"0","download","ios","25-34","2021-08-10","6","0"
"0","download","ios","25-34","2021-08-11","6","0"
"0","download","ios","25-34","2021-08-12","6","0"
"0","download","ios","25-34","2021-08-13","4","0"
"0","download","ios","25-34","2021-08-14","4","0"
"0","download","ios","25-34","2021-08-15","8","0"
"0","download","ios","25-34","2021-08-16","10","0"
"0","download","ios","25-34","2021-08-17","5","0"
"0","download","ios","25-34","2021-08-18","7","0"
"0","download","ios","25-34","2021-08-19","8","0"
"0","download","ios","25-34","2021-08-20","1","0"
"0","download","ios","25-34","2021-08-21","7","0"
"0","download","ios","25-34","2021-08-22","5","0"
"0","download","ios","25-34","2021-08-23","7","0"
"0","download","ios","25-34","2021-08-24","2","0"
"0","download","ios","25-34","2021-08-25","2","0"
"0","download","ios","25-34","2021-08-26","4","0"
"0","download","ios","25-34","2021-08-27","7","0"
"0","download","ios","25-34","2021-08-28","4","0"
"0","download","ios","25-34","2021-08-29","5","0"
"0","download","ios","25-34","2021-08-30","5","0"
"0","download","ios","25-34","2021-08-31","8","0"
"0","download","ios","25-34","2021-09-01","4","0"
"0","download","ios","25-34","2021-09-02","5","0"
"0","download","ios","25-34","2021-09-03","5","0"
"0","download","ios","25-34","2021-09-04","7","0"
"0","download","ios","25-34","2021-09-05","4","0"
"0","download","ios","25-34","2021-09-06","12","0"
"0","download","ios","25-34","2021-09-07","7","0"
"0","download","ios","25-34","2021-09-08","7","0"
"0","download","ios","25-34","2021-09-09","8","0"
"0","download","ios","25-34","2021-09-10","7","0"
"0","download","ios","25-34","2021-09-11","3","0"
"0","download","ios","25-34","2021-09-12","7","0"
"0","download","ios","25-34","2021-09-13","6","0"
"0","download","ios","25-34","2021-09-14","3","0"
"0","download","ios","25-34","2021-09-15","8","0"
"0","download","ios","25-34","2021-09-16","6","0"
"0","download","ios","25-34","2021-09-17","1","0"
"0","download","ios","25-34","2021-09-18","6","0"
"0","download","ios","25-34","2021-09-19","10","0"
"0","download","ios","25-34","2021-09-20","5","0"
"0","download","ios","25-34","2021-09-21","5","0"
"0","download","ios","25-34","2021-09-22","4","0"
"0","download","ios","25-34","2021-09-23","6","0"
"0","download","ios","25-34","2021-09-24","9","0"
"0","download","ios","25-34","2021-09-25","5","0"
"0","download","ios","25-34","2021-09-26","10","0"
"0","download","ios","25-34","2021-09-27","4","0"
"0","download","ios","25-34","2021-09-28","8","0"
"0","download","ios","25-34","2021-09-29","4","0"
"0","download","ios","25-34","2021-09-30","2","0"
"0","download","ios","25-34","2021-10-01","5","0"
"0","download","ios","25-34","2021-10-02","5","0"
"0","download","ios","25-34","2021-10-03","3","0"
"0","download","ios","25-34","2021-10-04","10","0"
"0","download","ios","25-34","2021-10-05","8","0"
"0","download","ios","25-34","2021-10-06","5","0"
"0","download","ios","25-34","2021-10-07","9","0"
"0","download","ios","25-34","2021-10-08","6","0"
"0","download","ios","25-34","2021-10-09","4","0"
"0","download","ios","25-34","2021-10-10","4","0"
"0","download","ios","25-34","2021-10-11","4","0"
"0","download","ios","25-34","2021-10-12","5","0"
"0","download","ios","25-34","2021-10-13","5","0"
"0","download","ios","25-34","2021-10-14","1","0"
"0","download","ios","25-34","2021-10-15","9","0"
"0","download","ios","25-34","2021-10-16","3","0"
"0","download","ios","25-34","2021-10-17","8","0"
"0","download","ios","25-34","2021-10-18","3","0"
"0","download","ios","25-34","2021-10-19","4","0"
"0","download","ios","25-34","2021-10-20","5","0"
"0","download","ios","25-34","2021-10-21","7","0"
"0","download","ios","25-34","2021-10-22","8","0"
"0","download","ios","25-34","2021-10-23","3","0"
"0","download","ios","25-34","2021-10-24","6","0"
"0","download","ios","25-34","2021-10-25","10","0"
"0","download","ios","25-34","2021-10-26","8","0"
"0","download","ios","25-34","2021-10-27","6","0"
"0","download","ios","25-34","2021-10-28","3","0"
"0","download","ios","25-34","2021-10-29","5","0"
"0","download","ios","25-34","2021-10-30","11","0"
"0","download","ios","25-34","2021-10-31","4","0"
"0","download","ios","25-34","2021-11-01","4","0"
"0","download","ios","25-34","2021-11-02","7","0"
"0","download","ios","25-34","2021-11-03","4","0"
"0","download","ios","25-34","2021-11-04","7","0"
"0","download","ios","25-34","2021-11-05","8","0"
"0","download","ios","25-34","2021-11-06","3","0"
"0","download","ios","25-34","2021-11-07","3","0"
"0","download","ios","25-34","2021-11-08","7","0"
"0","download","ios","25-34","2021-11-09","6","0"
"0","download","ios","25-34","2021-11-10","4","0"
"0","download","ios","25-34","2021-11-11","10","0"
"0","download","ios","25-34","2021-11-12","8","0"
"0","download","ios","25-34","2021-11-13","2","0"
"0","download","ios","25-34","2021-11-14","4","0"
"0","download","ios","25-34","2021-11-15","10","0"
"0","download","ios","25-34","2021-11-16","7","0"
"0","download","ios","25-34","2021-11-17","6","0"
"0","download","ios","25-34","2021-11-18","4","0"
"0","download","ios","25-34","2021-11-19","4","0"
"0","download","ios","25-34","2021-11-20","7","0"
"0","download","ios","25-34","2021-11-21","6","0"
"0","download","ios","25-34","2021-11-22","4","0"
"0","download","ios","25-34","2021-11-23","6","0"
"0","download","ios","25-34","2021-11-24","5","0"
"0","download","ios","25-34","2021-11-25","9","0"
"0","download","ios","25-34","2021-11-26","3","0"
"0","download","ios","25-34","2021-11-27","7","0"
"0","download","ios","25-34","2021-11-28","8","0"
"0","download","ios","25-34","2021-11-29","5","0"
"0","download","ios","25-34","2021-11-30","7","0"
"0","download","ios","25-34","2021-12-01","5","0"
"0","download","ios","25-34","2021-12-02","7","0"
"0","download","ios","25-34","2021-12-03","4","0"
"0","download","ios","25-34","2021-12-04","14","0"
"0","download","ios","25-34","2021-12-05","8","0"
"0","download","ios","25-34","2021-12-06","9","0"
"0","download","ios","25-34","2021-12-07","3","0"
"0","download","ios","25-34","2021-12-08","4","0"
"0","download","ios","25-34","2021-12-09","6","0"
"0","download","ios","25-34","2021-12-10","3","0"
"0","download","ios","25-34","2021-12-11","9","0"
"0","download","ios","25-34","2021-12-12","8","0"
"0","download","ios","25-34","2021-12-13","5","0"
"0","download","ios","25-34","2021-12-14","5","0"
"0","download","ios","25-34","2021-12-15","2","0"
"0","download","ios","25-34","2021-12-16","5","0"
"0","download","ios","25-34","2021-12-17","3","0"
"0","download","ios","25-34","2021-12-18","4","0"
"0","download","ios","25-34","2021-12-19","6","0"
"0","download","ios","25-34","2021-12-20","8","0"
"0","download","ios","25-34","2021-12-21","7","0"
"0","download","ios","25-34","2021-12-22","9","0"
"0","download","ios","25-34","2021-12-23","3","0"
"0","download","ios","25-34","2021-12-24","4","0"
"0","download","ios","25-34","2021-12-25","6","0"
"0","download","ios","25-34","2021-12-26","2","0"
"0","download","ios","25-34","2021-12-27","2","0"
"0","download","ios","25-34","2021-12-28","12","0"
"0","download","ios","25-34","2021-12-29","8","0"
"0","download","ios","25-34","2021-12-30","5","0"
"0","download","ios","25-34","2021-12-31","2","0"
"0","download","ios","35-44","2021-01-01","12","0"
"0","download","ios","35-44","2021-01-02","9","0"
"0","download","ios","35-44","2021-01-03","10","0"
"0","download","ios","35-44","2021-01-04","15","0"
"0","download","ios","35-44","2021-01-05","7","0"
"0","download","ios","35-44","2021-01-06","11","0"
"0","download","ios","35-44","2021-01-07","12","0"
"0","download","ios","35-44","2021-01-08","15","0"
"0","download","ios","35-44","2021-01-09","7","0"
"0","download","ios","35-44","2021-01-10","6","0"
"0","download","ios","35-44","2021-01-11","8","0"
"0","download","ios","35-44","2021-01-12","11","0"
"0","download","ios","35-44","2021-01-13","11","0"
"0","download","ios","35-44","2021-01-14","5","0"
"0","download","ios","35-44","2021-01-15","10","0"
"0","download","ios","35-44","2021-01-16","5","0"
"0","download","ios","35-44","2021-01-17","7","0"
"0","download","ios","35-44","2021-01-18","10","0"
"0","download","ios","35-44","2021-01-19","7","0"
"0","download","ios","35-44","2021-01-20","10","0"
"0","download","ios","35-44","2021-01-21","2","0"
"0","download","ios","35-44","2021-01-22","5","0"
"0","download","ios","35-44","2021-01-23","8","0"
"0","download","ios","35-44","2021-01-24","5","0"
"0","download","ios","35-44","2021-01-25","7","0"
"0","download","ios","35-44","2021-01-26","7","0"
"0","download","ios","35-44","2021-01-27","6","0"
"0","download","ios","35-44","2021-01-28","6","0"
"0","download","ios","35-44","2021-01-29","7","0"
"0","download","ios","35-44","2021-01-30","7","0"
"0","download","ios","35-44","2021-01-31","8","0"
"0","download","ios","35-44","2021-02-01","12","0"
"0","download","ios","35-44","2021-02-02","7","0"
"0","download","ios","35-44","2021-02-03","1","0"
"0","download","ios","35-44","2021-02-04","11","0"
"0","download","ios","35-44","2021-02-05","12","0"
"0","download","ios","35-44","2021-02-06","11","0"
"0","download","ios","35-44","2021-02-07","12","0"
"0","download","ios","35-44","2021-02-08","13","0"
"0","download","ios","35-44","2021-02-09","7","0"
"0","download","ios","35-44","2021-02-10","5","0"
"0","download","ios","35-44","2021-02-11","16","0"
"0","download","ios","35-44","2021-02-12","11","0"
"0","download","ios","35-44","2021-02-13","9","0"
"0","download","ios","35-44","2021-02-14","4","0"
"0","download","ios","35-44","2021-02-15","6","0"
"0","download","ios","35-44","2021-02-16","15","0"
"0","download","ios","35-44","2021-02-17","4","0"
"0","download","ios","35-44","2021-02-18","8","0"
"0","download","ios","35-44","2021-02-19","7","0"
"0","download","ios","35-44","2021-02-20","4","0"
"0","download","ios","35-44","2021-02-21","7","0"
"0","download","ios","35-44","2021-02-22","17","0"
"0","download","ios","35-44","2021-02-23","8","0"
"0","download","ios","35-44","2021-02-24","9","0"
"0","download","ios","35-44","2021-02-25","9","0"
"0","download","ios","35-44","2021-02-26","5","0"
"0","download","ios","35-44","2021-02-27","4","0"
"0","download","ios","35-44","2021-02-28","5","0"
"0","download","ios","35-44","2021-03-01","4","0"
"0","download","ios","35-44","2021-03-02","9","0"
"0","download","ios","35-44","2021-03-03","9","0"
"0","download","ios","35-44","2021-03-04","7","0"
"0","download","ios","35-44","2021-03-05","3","0"
"0","download","ios","35-44","2021-03-06","10","0"
"0","download","ios","35-44","2021-03-07","6","0"
"0","download","ios","35-44","2021-03-08","10","0"
"0","download","ios","35-44","2021-03-09","7","0"
"0","download","ios","35-44","2021-03-10","13","0"
"0","download","ios","35-44","2021-03-11","8","0"
"0","download","ios","35-44","2021-03-12","5","0"
"0","download","ios","35-44","2021-03-13","10","0"
"0","download","ios","35-44","2021-03-14","10","0"
"0","download","ios","35-44","2021-03-15","8","0"
"0","download","ios","35-44","2021-03-16","11","0"
"0","download","ios","35-44","2021-03-17","11","0"
"0","download","ios","35-44","2021-03-18","7","0"
"0","download","ios","35-44","2021-03-19","3","0"
"0","download","ios","35-44","2021-03-20","9","0"
"0","download","ios","35-44","2021-03-21","4","0"
"0","download","ios","35-44","2021-03-22","4","0"
"0","download","ios","35-44","2021-03-23","6","0"
"0","download","ios","35-44","2021-03-24","6","0"
"0","download","ios","35-44","2021-03-25","13","0"
"0","download","ios","35-44","2021-03-26","7","0"
"0","download","ios","35-44","2021-03-27","10","0"
"0","download","ios","35-44","2021-03-28","7","0"
"0","download","ios","35-44","2021-03-29","9","0"
"0","download","ios","35-44","2021-03-30","6","0"
"0","download","ios","35-44","2021-03-31","12","0"
"0","download","ios","35-44","2021-04-01","10","0"
"0","download","ios","35-44","2021-04-02","7","0"
"0","download","ios","35-44","2021-04-03","10","0"
"0","download","ios","35-44","2021-04-04","10","0"
"0","download","ios","35-44","2021-04-05","13","0"
"0","download","ios","35-44","2021-04-06","12","0"
"0","download","ios","35-44","2021-04-07","15","0"
"0","download","ios","35-44","2021-04-08","8","0"
"0","download","ios","35-44","2021-04-09","12","0"
"0","download","ios","35-44","2021-04-10","7","0"
"0","download","ios","35-44","2021-04-11","8","0"
"0","download","ios","35-44","2021-04-12","14","0"
"0","download","ios","35-44","2021-04-13","12","0"
"0","download","ios","35-44","2021-04-14","5","0"
"0","download","ios","35-44","2021-04-15","14","0"
"0","download","ios","35-44","2021-04-16","11","0"
"0","download","ios","35-44","2021-04-17","5","0"
"0","download","ios","35-44","2021-04-18","7","0"
"0","download","ios","35-44","2021-04-19","8","0"
"0","download","ios","35-44","2021-04-20","8","0"
"0","download","ios","35-44","2021-04-21","8","0"
"0","download","ios","35-44","2021-04-22","6","0"
"0","download","ios","35-44","2021-04-23","9","0"
"0","download","ios","35-44","2021-04-24","11","0"
"0","download","ios","35-44","2021-04-25","9","0"
"0","download","ios","35-44","2021-04-26","7","0"
"0","download","ios","35-44","2021-04-27","8","0"
"0","download","ios","35-44","2021-04-28","9","0"
"0","download","ios","35-44","2021-04-29","3","0"
"0","download","ios","35-44","2021-04-30","4","0"
"0","download","ios","35-44","2021-05-01","13","0"
"0","download","ios","35-44","2021-05-02","3","0"
"0","download","ios","35-44","2021-05-03","8","0"
"0","download","ios","35-44","2021-05-04","7","0"
"0","download","ios","35-44","2021-05-05","6","0"
"0","download","ios","35-44","2021-05-06","10","0"
"0","download","ios","35-44","2021-05-07","8","0"
"0","download","ios","35-44","2021-05-08","5","0"
"0","download","ios","35-44","2021-05-09","6","0"
"0","download","ios","35-44","2021-05-10","10","0"
"0","download","ios","35-44","2021-05-11","9","0"
"0","download","ios","35-44","2021-05-12","7","0"
"0","download","ios","35-44","2021-05-13","5","0"
"0","download","ios","35-44","2021-05-14","7","0"
"0","download","ios","35-44","2021-05-15","6","0"
"0","download","ios","35-44","2021-05-16","12","0"
"0","download","ios","35-44","2021-05-17","8","0"
"0","download","ios","35-44","2021-05-18","6","0"
"0","download","ios","35-44","2021-05-19","8","0"
"0","download","ios","35-44","2021-05-20","6","0"
"0","download","ios","35-44","2021-05-21","13","0"
"0","download","ios","35-44","2021-05-22","10","0"
"0","download","ios","35-44","2021-05-23","7","0"
"0","download","ios","35-44","2021-05-24","6","0"
"0","download","ios","35-44","2021-05-25","12","0"
"0","download","ios","35-44","2021-05-26","11","0"
"0","download","ios","35-44","2021-05-27","4","0"
"0","download","ios","35-44","2021-05-28","5","0"
"0","download","ios","35-44","2021-05-29","11","0"
"0","download","ios","35-44","2021-05-30","15","0"
"0","download","ios","35-44","2021-05-31","9","0"
"0","download","ios","35-44","2021-06-01","13","0"
"0","download","ios","35-44","2021-06-02","10","0"
"0","download","ios","35-44","2021-06-03","11","0"
"0","download","ios","35-44","2021-06-04","10","0"
"0","download","ios","35-44","2021-06-05","7","0"
"0","download","ios","35-44","2021-06-06","11","0"
"0","download","ios","35-44","2021-06-07","13","0"
"0","download","ios","35-44","2021-06-08","5","0"
"0","download","ios","35-44","2021-06-09","8","0"
"0","download","ios","35-44","2021-06-10","11","0"
"0","download","ios","35-44","2021-06-11","13","0"
"0","download","ios","35-44","2021-06-12","9","0"
"0","download","ios","35-44","2021-06-13","10","0"
"0","download","ios","35-44","2021-06-14","11","0"
"0","download","ios","35-44","2021-06-15","7","0"
"0","download","ios","35-44","2021-06-16","11","0"
"0","download","ios","35-44","2021-06-17","9","0"
"0","download","ios","35-44","2021-06-18","10","0"
"0","download","ios","35-44","2021-06-19","9","0"
"0","download","ios","35-44","2021-06-20","13","0"
"0","download","ios","35-44","2021-06-21","10","0"
"0","download","ios","35-44","2021-06-22","6","0"
"0","download","ios","35-44","2021-06-23","13","0"
"0","download","ios","35-44","2021-06-24","11","0"
"0","download","ios","35-44","2021-06-25","11","0"
"0","download","ios","35-44","2021-06-26","10","0"
"0","download","ios","35-44","2021-06-27","4","0"
"0","download","ios","35-44","2021-06-28","8","0"
"0","download","ios","35-44","2021-06-29","5","0"
"0","download","ios","35-44","2021-06-30","13","0"
"0","download","ios","35-44","2021-07-01","4","0"
"0","download","ios","35-44","2021-07-02","10","0"
"0","download","ios","35-44","2021-07-03","11","0"
"0","download","ios","35-44","2021-07-04","11","0"
"0","download","ios","35-44","2021-07-05","6","0"
"0","download","ios","35-44","2021-07-06","6","0"
"0","download","ios","35-44","2021-07-07","15","0"
"0","download","ios","35-44","2021-07-08","12","0"
"0","download","ios","35-44","2021-07-09","6","0"
"0","download","ios","35-44","2021-07-10","11","0"
"0","download","ios","35-44","2021-07-11","8","0"
"0","download","ios","35-44","2021-07-12","6","0"
"0","download","ios","35-44","2021-07-13","8","0"
"0","download","ios","35-44","2021-07-14","9","0"
"0","download","ios","35-44","2021-07-15","9","0"
"0","download","ios","35-44","2021-07-16","7","0"
"0","download","ios","35-44","2021-07-17","1","0"
"0","download","ios","35-44","2021-07-18","13","0"
"0","download","ios","35-44","2021-07-19","8","0"
"0","download","ios","35-44","2021-07-20","2","0"
"0","download","ios","35-44","2021-07-21","10","0"
"0","download","ios","35-44","2021-07-22","10","0"
"0","download","ios","35-44","2021-07-23","14","0"
"0","download","ios","35-44","2021-07-24","7","0"
"0","download","ios","35-44","2021-07-25","10","0"
"0","download","ios","35-44","2021-07-26","6","0"
"0","download","ios","35-44","2021-07-27","9","0"
"0","download","ios","35-44","2021-07-28","4","0"
"0","download","ios","35-44","2021-07-29","4","0"
"0","download","ios","35-44","2021-07-30","11","0"
"0","download","ios","35-44","2021-07-31","11","0"
"0","download","ios","35-44","2021-08-01","7","0"
"0","download","ios","35-44","2021-08-02","10","0"
"0","download","ios","35-44","2021-08-03","17","0"
"0","download","ios","35-44","2021-08-04","8","0"
"0","download","ios","35-44","2021-08-05","8","0"
"0","download","ios","35-44","2021-08-06","12","0"
"0","download","ios","35-44","2021-08-07","11","0"
"0","download","ios","35-44","2021-08-08","9","0"
"0","download","ios","35-44","2021-08-09","11","0"
"0","download","ios","35-44","2021-08-10","11","0"
"0","download","ios","35-44","2021-08-11","8","0"
"0","download","ios","35-44","2021-08-12","8","0"
"0","download","ios","35-44","2021-08-13","6","0"
"0","download","ios","35-44","2021-08-14","10","0"
"0","download","ios","35-44","2021-08-15","12","0"
"0","download","ios","35-44","2021-08-16","17","0"
"0","download","ios","35-44","2021-08-17","11","0"
"0","download","ios","35-44","2021-08-18","7","0"
"0","download","ios","35-44","2021-08-19","6","0"
"0","download","ios","35-44","2021-08-20","5","0"
"0","download","ios","35-44","2021-08-21","9","0"
"0","download","ios","35-44","2021-08-22","7","0"
"0","download","ios","35-44","2021-08-23","8","0"
"0","download","ios","35-44","2021-08-24","6","0"
"0","download","ios","35-44","2021-08-25","7","0"
"0","download","ios","35-44","2021-08-26","5","0"
"0","download","ios","35-44","2021-08-27","10","0"
"0","download","ios","35-44","2021-08-28","9","0"
"0","download","ios","35-44","2021-08-29","10","0"
"0","download","ios","35-44","2021-08-30","13","0"
"0","download","ios","35-44","2021-08-31","5","0"
"0","download","ios","35-44","2021-09-01","6","0"
"0","download","ios","35-44","2021-09-02","9","0"
"0","download","ios","35-44","2021-09-03","11","0"
"0","download","ios","35-44","2021-09-04","12","0"
